No.,채널,날짜,작성자,제목,URL,세대
9,인스티즈2,20211212,,"어쩔티비 저쩔냉장고를 가르쳐주니 
매커니즘찾곸ㅋㅋ 가전이니 가구니 하곸ㅋㅋ 
조용티비 ...",http://www.instiz.net/name_enter/82372499?&category=2,10대
10,인스티즈2,20211212,,이러면서 싸우는 거 너무웃겨ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 밍기가 쏘아올린 식기세...,http://www.instiz.net/name_enter/82369830?&category=2,10대
11,인스티즈3,20211210,,그 바쁜 아침에 출근/등교하기 전에 설거지 다 해두고가????? 하..밤까지 냅두기엔 찝찝...,http://www.instiz.net/name/46698757?category=1,10대
12,인스티즈3,20211209,,"주말 마감이고 나 혼자해 매장 쓸고 닦고, 걸레 빨고, 행주 4개 빨고(더러우면 뭐라함),...",http://www.instiz.net/name/46690490?category=1,10대
13,인스티즈3,20211208,,설거지 줄어들겠지??,http://www.instiz.net/name/46669520?category=1,10대
14,네이트 판2,20211207,,"현재 고3임

-와플대학 2주하고 때려침 사장이 부당대우에 인격모독 개 심함 오픈 때 ...",https://pann.nate.com/talk/363949929,10대
15,인스티즈3,20211205,,혼자 자취하는데 사기엔 애초에 너무 큰제품인가 별로 안깨긋함?,http://www.instiz.net/name/46632851?category=1,10대
16,인스티즈2,20211204,,"어쩔티비 저쩔냉장고를 가르쳐주니 
매커니즘찾곸ㅋㅋ 가전이니 가구니 하곸ㅋㅋ 
조용티비 ...",http://www.instiz.net/name_enter/82260252?&category=2,10대
17,인스티즈3,20211204,,"관심 그만 받기를 설정한 글입니다 
현금 입금 방법은 알려주셨는데 상품권 입금 방법은 안...",http://www.instiz.net/name/46610680?category=1,10대
18,인스티즈2,20211203,,"어쩔티비 저쩔냉장고를 가르쳐주니 
매커니즘찾곸ㅋㅋ 가전이니 가구니 하곸ㅋㅋ 
조용티비 ...",http://www.instiz.net/name_enter/82253164?&category=2,10대
19,인스티즈2,20211203,,"개웃기고 개귀여웤ㅋㅋㅋㅋㅋ 마치 내가 처음 어쩔티비 들엇을때 반응ㅋㅋㅋ 
어쩔티비 저쩔냉...",http://www.instiz.net/name_enter/82252961?&category=2,10대
20,인스티즈3,20211203,,엄마 생신선물로 식기세척기 선물할려는데 (엄마가 설거지 귀찮다고 식기세척기 탐냈었음) 50...,http://www.instiz.net/name/46599831?category=1,10대
1,경남결준비,20210131,1월****,"    
 
 
 
 
 
? 
? 
결혼 앞두고 계시면 
주변에서 선물로...",https://cafe.naver.com/ArticleRead.nhn?clubid=13781188&userDisplay=50&boardtype=L&articleid=706010&referrerAllArticles=false,2030대
2,몰테일스토리,20210131,치즈***,"    
 
 
 
 
 
가전제품 냉장고랑 김냉만 사려고했는데 
오브제로 몇...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5930513&referrerAllArticles=false,2030대
3,다이렉트 결혼준비,20210131,꽁냥****,"    
 
 
 
 
 
둘중에 하나만 살수 있다면 어떤걸 사실건가요??   ...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3122362&referrerAllArticles=false,2030대
4,다이렉트 결혼준비,20210131,김미*,"    
 
 
 
 
 
저히가 부모님들께 큰건 못해드리지만 가전 하나씩 사드...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3121962&referrerAllArticles=false,2030대
5,slr클럽,20210131,쉬운******,"1. 음식물 분쇄기

- 정말 좋음. 음식물 쓰레기 분리수거 너무너무 싫어요.
2. ...",http://www.slrclub.com/bbs/vx2.php?id=free&no=38450149,2030대
6,slr클럽,20210131,예슬*****,"식기세척기와 건조기 를  너무 늦게 알았네요..
그동안 식기세척기와 건조기 가 없었어요....",http://www.slrclub.com/bbs/vx2.php?id=free&no=38450138,2030대
7,오늘의 집 커뮤니티,20210131,,"냉장고장과,식기세척기를 새틴베이지로 했는데요
색상이 안맞을까봐요 ㅠㅠ
냉장고장을 전체철...",https://ohou.se/questions/67366?affect_id=0&affect_type=QuestionIndex&query=,2030대
8,오늘의 집 커뮤니티,20210131,,"따뜻한 집이 되길 바라  
# 주방 
# 주방수납장 
# 부엌인테리어 
# 주방인테...",https://ohou.se/contents/card_collections/6545742?affect_type=CardIndex&affect_id=0,2030대
9,경남결준비,20210130,밍쓰**,"    
 
 
 
 
 
?     
 
 
 
        
 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=13781188&userDisplay=50&boardtype=L&articleid=705832&referrerAllArticles=false,2030대
10,몰테일스토리,20210130,현앤***,"    
 
 
 
 
 
? 
? 
1월 초에 주문하고 지난 주 씽크대 업...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5929021&referrerAllArticles=false,2030대
11,몰테일스토리,20210130,코스**********,"    
 
 
 
 
 
설명서도 잃어버리고 검색은 안나오고~ 
가습기 디스...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5929109&referrerAllArticles=false,2030대
12,신혼여행 싸게가기,20210130,육송****,"    
 
 
 
 
 
? 
? 
TV (KQ75QT67AFXKR) 
...",https://cafe.naver.com/ArticleRead.nhn?clubid=10095818&userDisplay=50&boardtype=L&articleid=916580&referrerAllArticles=false,2030대
13,다이렉트 결혼준비,20210130,로사**,"    
 
 
 
 
 
식세기 엊그제 들여와서 한번 썼는데 
(저는 오브제...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3120706&referrerAllArticles=false,2030대
14,다이렉트 결혼준비,20210130,콩이**,"    
 
 
 
 
 
진짜 정말 식기세척기가 천국인가여? ㅠㅠ 
제가 손...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3120737&referrerAllArticles=false,2030대
15,slr클럽,20210130,다들*****,추천좀 부탁드려여 ㄷ ㄷ ㄷ,http://www.slrclub.com/bbs/vx2.php?id=free&no=38448853,2030대
16,카페파우더룸3,20210130,ll***************,"    
 
 
 
 
 
진짜 별거 아니고 뭐라하기도 애매해서 일단 참고 있는...",https://cafe.naver.com/ArticleRead.nhn?clubid=10050813&userDisplay=50&boardtype=L&articleid=31622401&referrerAllArticles=false,2030대
17,다이렉트 결혼준비,20210130,jy*****,"    
 
 
 
 
 
음식물 쓰레기 처리기 어떤게 제일 낫나요? 
? ...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3120844&referrerAllArticles=false,2030대
18,몰테일스토리,20210130,해피************,"    
 
 
 
 
 
식세기 이모님이 드디어 저희집에도 오셨습니다^^ 
...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5930021&referrerAllArticles=false,2030대
19,몰테일스토리,20210130,클라**********,"    
 
 
 
 
 
타블렛 쪼개놓으면 하나씩 넣고 쓰기 편한데 쪼개는게 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5929956&referrerAllArticles=false,2030대
20,몰테일스토리,20210130,당첨*****,"    
 
 
 
 
 
식기세척기 고르는 중인데요.. 알아볼게 참 많네요.....",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5929835&referrerAllArticles=false,2030대
21,카페파우더룸2,20210130,혜찌***,"    
 
 
 
 
 
? 
전국민 코로나로 인해 거리두기 실천하고있는 요...",https://cafe.naver.com/ArticleRead.nhn?clubid=10050813&userDisplay=50&boardtype=L&articleid=31623728&referrerAllArticles=false,2030대
22,카페파우더룸3,20210129,오인*,"    
 
 
 
 
 
지금 신축아파트에 전세살고 있는데요 
아마 내년에 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=10050813&userDisplay=50&boardtype=L&articleid=31618293&referrerAllArticles=false,2030대
23,디젤매니아,20210129,무진**,"    
 
 
 
 
 
가격은 120만원 이하로.. 
식기세척기, 무선청소...",https://cafe.naver.com/ArticleRead.nhn?clubid=11262350&userDisplay=50&boardtype=L&articleid=33802525&referrerAllArticles=false,2030대
24,다이렉트 결혼준비,20210129,귤한**,"    
 
 
 
 
        
 
 
 
        
 
...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3118206&referrerAllArticles=false,2030대
25,다이렉트 결혼준비,20210129,Bl******,"    
 
 
 
 
 
이번에 신혼 그릇 구입했어요 
코스타노바 펄화이트 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3118560&referrerAllArticles=false,2030대
26,오늘의 집 커뮤니티,20210129,,"나를 부엌대기로 만들어준 화이트 주방
요즘은 거의 여기에 붙어살아요ㅋㅋㅋ
다른 인테리어...",https://ohou.se/contents/card_collections/6515675?affect_type=CardIndex&affect_id=0,2030대
27,몰테일스토리,20210129,당첨*****,"    
 
 
 
 
 
아직 식기세척기가 없어요... 필요없다고 느꼈었는데 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5928571&referrerAllArticles=false,2030대
28,몰테일스토리,20210129,핑크********,"    
 
 
 
 
        
 
 
 
 
? 
애벌해서 간...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5928470&referrerAllArticles=false,2030대
29,스마트바겐,20210129,멋동*,"    
 
 
 
 
 
&#128151; 【쇼핑몰】  아이허브 + 스킨푸드 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=16948352&userDisplay=50&boardtype=L&articleid=1119684&referrerAllArticles=false,2030대
30,디시인사이드3,20210129,,"대충 식기세척기 돌렸더니 하나는 파킨하고 하나는 안에 물들어갔다는 리뷰 
파킨은 더블월 ...",http://gall.dcinside.com/board/view/?id=tea&no=316720,2030대
31,PS4와 친구들,20210128,좋아****,"    
 
 
 
 
 
결혼기념일로 식기세척기 사달라고하네요 
좀 편하게 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=12577306&userDisplay=50&boardtype=L&articleid=1796327&referrerAllArticles=false,2030대
32,몰테일스토리,20210128,울트*****,"    
 
 
 
 
 
지난 일요일 식기세척기  구매하고 화요일  사전전검 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5926527&referrerAllArticles=false,2030대
33,다이렉트 결혼준비,20210128,용용******,"    
 
 
 
 
 
왜 고민하세요? 사세요. 
? 
내 집이 아니라 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3117181&referrerAllArticles=false,2030대
34,몰테일스토리,20210128,몰스*******,"    
 
 
 
 
 
 할인정보(사이트/url/내용/이미지/할인코드 등) ...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5925798&referrerAllArticles=false,2030대
35,오늘의 집 커뮤니티,20210128,,"비슷한 
듀얼정수기 달려고 싱크볼 바꿨더니 주방이 너무 맘에들어요^^
남편도시락 싸서 ...",https://ohou.se/contents/card_collections/6490845?affect_type=CardIndex&affect_id=0,2030대
36,다이렉트 결혼준비,20210128,퓨어**,"    
 
 
 
 
 
싱크대는 이거랑 비슷해요 
흰색하부장에 상판이랑 벽...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3117872&referrerAllArticles=false,2030대
37,PS4와 친구들,20210127,개념****,"    
 
 
 
 
        
 
 
 
 
? 
? 
오전...",https://cafe.naver.com/ArticleRead.nhn?clubid=12577306&userDisplay=50&boardtype=L&articleid=1795708&referrerAllArticles=false,2030대
38,몰테일스토리,20210127,ru*******,"    
 
 
 
 
 
광주요랑 오덴세 두 브랜드 제품을 다 써보신분 계신가...",https://cafe.naver.com/ArticleRead.nhn?clubid=21820768&userDisplay=50&boardtype=L&articleid=5924429&referrerAllArticles=false,2030대
39,다이렉트 결혼준비,20210127,빈이*,"    
 
 
 
 
 
안녕하세요! 
? 
혹시 신부님들중에 코스타노바 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3113788&referrerAllArticles=false,2030대
40,디미토리,20210127,,"안녕 좋은 아침이야~
나는 70일된 아가를 키우고 있어!
어제 젖병 설거지가 너무 하기...",https://www.dmitory.com/index.php?mid=forest&document_srl=170079650,2030대
41,오늘의 집 커뮤니티,20210127,,"곧 리모델링 들어갈 집이에요~ 
싱크대쪽을 좀 오른쪽으로 밀어서 맨 좌측에 식기세척기 매...",https://ohou.se/questions/66666?affect_id=0&affect_type=QuestionIndex&query=,2030대
42,오늘의 집 커뮤니티,20210127,,"바를 正 
# 주방 
# 주방수납장 
# 식기건조대 
# 식기세척기 
# 주방 ...",https://ohou.se/contents/card_collections/6488212?affect_type=CardIndex&affect_id=0,2030대
43,다이렉트 결혼준비,20210127,Ii********,"    
 
 
 
 
 
결론부터 말하자면 혼인신고 이미 끝냈습니다. 
법적...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3115641&referrerAllArticles=false,2030대
44,다이렉트 결혼준비,20210127,생각********,"    
 
 
 
 
        
 
 
 
 
이 제품인데요, ...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3115591&referrerAllArticles=false,2030대
45,다이렉트 결혼준비,20210127,햇님***,"    
 
 
 
 
 
남편이 살던 집에 들어오는거라 
혼수를 다 할 필요...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3114968&referrerAllArticles=false,2030대
46,시크먼트,20210126,스톤**,"    
 
 
 
 
 
밀레 식기세척기 살려고 하는데 
어디서 사는게 제일...",https://cafe.naver.com/ArticleRead.nhn?clubid=23451561&userDisplay=50&boardtype=L&articleid=2413663&referrerAllArticles=false,2030대
47,다이렉트 결혼준비,20210126,jj**,"    
 
 
 
 
        
 
 
 
        
 
...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3111088&referrerAllArticles=false,2030대
48,오늘의 집 커뮤니티,20210126,,짱 좋아요 전자레인지 다이 새로 사려고 보는데 예쁜데 가격은 싸고 뭔가 독특하면서 공간도 ...,https://ohou.se/contents/card_collections/6426084?affect_type=CardIndex&affect_id=0,2030대
49,다이렉트 결혼준비,20210126,우루*,"    
 
 
 
 
 
화소반 그릇 구입하신분 계신가요? 
화소반그릇 튼튼...",https://cafe.naver.com/ArticleRead.nhn?clubid=25228091&userDisplay=50&boardtype=L&articleid=3113412&referrerAllArticles=false,2030대
50,루이클럽,20210126,십키*,"    
 
 
 
 
 
? 
? 
? 
또 또 부딪쳐서 멍들었어요&#1...",https://cafe.naver.com/ArticleRead.nhn?clubid=24262606&userDisplay=50&boardtype=L&articleid=484219&referrerAllArticles=false,2030대
